seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	39876672	39877341	670	*	PEAK_000000006984	2.85572	Promoter (1-2kb)	1	39875176	39882154	6979	1	643314	uc009vvt.1	1496	ENSG00000127603	KIAA0754	KIAA0754
chr1	40004720	40005506	787	*	PEAK_000000000792	3.96549	Intron (uc001cdk.3/728448, intron 2 of 8)	1	39987952	39991357	3406	2	728448	uc001cdj.2	-13363	NA	PPIEL	peptidylprolyl isomerase E like pseudogene
chr1	40042325	40042975	651	*	PEAK_000000003313	3.31168	Promoter (<=1kb)	1	40026485	40042521	16037	2	8761	uc001cdl.2	0	ENSG00000090621	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)
chr1	40071778	40072379	602	*	PEAK_000000009787	2.41117	Distal Intergenic	1	40089103	40098672	9570	2	26508	uc010oiw.2	26293	ENSG00000163909	HEYL	hes related family bHLH transcription factor with YRPW motif-like
chr1	40075086	40075847	762	*	PEAK_000000003941	3.22422	Distal Intergenic	1	40089103	40098672	9570	2	26508	uc010oiw.2	22825	ENSG00000163909	HEYL	hes related family bHLH transcription factor with YRPW motif-like
chr1	40118820	40120061	1242	*	PEAK_000000008841	2.62575	Distal Intergenic	1	40089103	40105348	16246	2	26508	uc001cdp.3	-13472	ENSG00000163909	HEYL	hes related family bHLH transcription factor with YRPW motif-like
chr1	40123208	40124291	1084	*	PEAK_000000004949	3.09105	Downstream (<1kb)	1	40124793	40137710	12918	2	84618	uc001cdq.1	13419	ENSG00000116981	NT5C1A	5'-nucleotidase, cytosolic IA
chr1	40264764	40265956	1193	*	PEAK_000000000148	4.65784	Distal Intergenic	1	40223903	40254533	30631	2	656	uc001cdz.1	-10231	ENSG00000116985	BMP8B	bone morphogenetic protein 8b
chr1	40280819	40284237	3419	*	PEAK_000000003037	3.35724	Distal Intergenic	1	40223903	40254533	30631	2	656	uc001cdz.1	-26286	ENSG00000116985	BMP8B	bone morphogenetic protein 8b
chr1	40439271	40439697	427	*	PEAK_000000006686	2.88848	Distal Intergenic	1	40420784	40434417	13634	1	84879	uc010ojb.1	18487	ENSG00000168389	MFSD2A	major facilitator superfamily domain containing 2A
chr1	40544021	40544627	607	*	PEAK_000000009764	2.42375	Exon (uc010ojf.1/5538, exon 6 of 7)	1	40538382	40558179	19798	2	5538	uc010ojf.1	13552	ENSG00000131238	PPT1	palmitoyl-protein thioesterase 1
chr1	40550399	40550838	440	*	PEAK_000000004874	3.09958	Intron (uc010ojf.1/5538, intron 3 of 6)	1	40538382	40558179	19798	2	5538	uc010ojf.1	7341	ENSG00000131238	PPT1	palmitoyl-protein thioesterase 1
chr1	40780626	40781559	934	*	PEAK_000000000111	4.79366	Promoter (1-2kb)	1	40766163	40782981	16819	2	1298	uc001cfh.1	1422	ENSG00000049089	COL9A2	collagen type IX alpha 2
chr1	40804170	40804914	745	*	PEAK_000000000371	4.28898	Distal Intergenic	1	40766163	40783060	16898	2	1298	uc001cfi.1	-21110	ENSG00000049089	COL9A2	collagen type IX alpha 2
chr1	40870406	40870931	526	*	PEAK_000000000797	3.96404	Intron (uc010ojh.2/64744, intron 1 of 7)	1	40862472	40888998	26527	1	64744	uc010oji.2	7934	ENSG00000084070	SMAP2	small ArfGAP2
chr1	40903817	40904902	1086	*	PEAK_000000003970	3.22056	Distal Intergenic	1	40915774	40929390	13617	1	65243	uc001cfl.2	-10872	ENSG00000187801	ZFP69B	ZFP69 zinc finger protein B
chr1	41077939	41078564	626	*	PEAK_000000004789	3.10945	Distal Intergenic	1	41086352	41131324	44973	2	9783	uc001cfu.1	52760	ENSG00000117016	RIMS3	regulating synaptic membrane exocytosis 3
chr1	41090630	41091234	605	*	PEAK_000000004263	3.17825	3' UTR	1	41086352	41131324	44973	2	9783	uc001cfu.1	40090	ENSG00000117016	RIMS3	regulating synaptic membrane exocytosis 3
chr1	41134490	41135147	658	*	PEAK_000000007735	2.76727	Distal Intergenic	1	41086352	41131324	44973	2	9783	uc001cfu.1	-3166	ENSG00000117016	RIMS3	regulating synaptic membrane exocytosis 3
chr1	41238323	41240156	1834	*	PEAK_000000009580	2.48248	Distal Intergenic	1	41249684	41306124	56441	1	9132	uc001cgh.2	-9528	ENSG00000117013	KCNQ4	potassium voltage-gated channel subfamily Q member 4
chr1	41314528	41316240	1713	*	PEAK_000000003361	3.30539	Distal Intergenic	1	41326728	41328018	1291	2	163732	uc001cgj.3	11778	ENSG00000179862	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
chr1	41414529	41415170	642	*	PEAK_000000008928	2.61419	Distal Intergenic	1	41445007	41478235	33229	1	1503	uc001cgk.4	-29837	ENSG00000171793	CTPS1	CTP synthase 1
chr1	41417812	41418678	867	*	PEAK_000000000607	4.06736	Distal Intergenic	1	41445007	41478235	33229	1	1503	uc001cgk.4	-26329	ENSG00000171793	CTPS1	CTP synthase 1
chr1	41469509	41470311	803	*	PEAK_000000010000	2.21527	Intron (uc001cgk.4/1503, intron 12 of 18)	1	41480262	41509562	29301	1	100507178	uc021omd.1	-9951	ENSG00000281207	SLFNL1-AS1	SLFNL1 antisense RNA 1
chr1	41733637	41734519	883	*	PEAK_000000000626	4.06148	Distal Intergenic	1	41492871	41707815	214945	2	22955	uc001cgq.3	-25822	ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila)
chr1	41779184	41779881	698	*	PEAK_000000004454	3.15251	Distal Intergenic	1	41492871	41707815	214945	2	22955	uc001cgq.3	-71369	ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila)
chr1	41882698	41883778	1081	*	PEAK_000000009959	2.29124	Distal Intergenic	1	41944446	41949874	5429	2	1907	uc001cgu.3	66096	ENSG00000127129	EDN2	endothelin 2
chr1	41898296	41898907	612	*	PEAK_000000007398	2.81188	Distal Intergenic	1	41944446	41949874	5429	2	1907	uc001cgu.3	50967	ENSG00000127129	EDN2	endothelin 2
chr1	41957295	41960935	3641	*	PEAK_000000009211	2.56502	Distal Intergenic	1	41944446	41950344	5899	2	1907	uc001cgx.3	-6951	ENSG00000127129	EDN2	endothelin 2
chr1	41978971	41979370	400	*	PEAK_000000008403	2.68594	Exon (uc001cgy.3/59269, exon 4 of 5)	1	41944446	41950344	5899	2	1907	uc001cgx.3	-28627	ENSG00000127129	EDN2	endothelin 2
chr1	41981233	41982334	1102	*	PEAK_000000004546	3.14085	Intron (uc001cgy.3/59269, intron 2 of 4)	1	41944446	41950344	5899	2	1907	uc001cgx.3	-30889	ENSG00000127129	EDN2	endothelin 2
chr1	42038931	42040107	1177	*	PEAK_000000007727	2.76879	Intron (uc001cgy.3/59269, intron 3 of 4)	1	41972036	42050989	78954	2	59269	uc001cgy.3	10882	ENSG00000127124	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
chr1	42277565	42278101	537	*	PEAK_000000001785	3.61811	Intron (uc001cgz.4/59269, intron 8 of 8)	1	41972036	42384496	412461	2	59269	uc001cgz.4	106395	ENSG00000127124	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
chr1	42612227	42613089	863	*	PEAK_000000005808	2.98499	Distal Intergenic	1	42619092	42621495	2404	1	2981	uc001chc.1	-6003	ENSG00000044012	GUCA2B	guanylate cyclase activator 2B
chr1	42638913	42639591	679	*	PEAK_000000002575	3.44129	Downstream (2-3kb)	1	42628362	42630395	2034	2	2980	uc001chd.1	-8518	ENSG00000197273	GUCA2A	guanylate cyclase activator 2A
chr1	42809687	42810454	768	*	PEAK_000000008926	2.61451	Distal Intergenic	1	42642210	42801548	159339	2	22887	uc001chg.3	-8139	ENSG00000198815	FOXJ3	forkhead box J3
chr1	43212609	43213025	417	*	PEAK_000000009005	2.60105	Exon (uc001chv.2/64175, exon 14 of 15)	1	43198764	43205925	7162	2	149461	uc001cht.1	-6684	ENSG00000164007	CLDN19	claudin 19
chr1	43388719	43389334	616	*	PEAK_000000009832	2.38958	Downstream (1-2kb)	1	43424720	43449029	24310	1	440584	uc001cil.3	-35386	ENSG00000227533	SLC2A1-AS1	SLC2A1 antisense RNA 1
chr1	43692696	43693402	707	*	PEAK_000000006690	2.88816	Exon (uc021omk.1/149465, exon 18 of 24)	1	43735665	43739673	4009	1	128218	uc001cir.3	-42263	ENSG00000179178	TMEM125	transmembrane protein 125
chr1	43880286	43880776	491	*	PEAK_000000007229	2.83144	Exon (uc009vws.1/23334, exon 5 of 22)	1	43855556	43872565	17010	1	23334	uc001cjh.3	24730	ENSG00000198198	SZT2	seizure threshold 2 homolog (mouse)
chr1	43994741	43995373	633	*	PEAK_000000002771	3.40662	Promoter (1-2kb)	1	43996547	44045736	49190	1	5792	uc001cjq.4	-1174	ENSG00000142949	PTPRF	protein tyrosine phosphatase, receptor type F
chr1	44228870	44229834	965	*	PEAK_000000004501	3.14505	Intron (uc009vwu.1/6487, intron 2 of 7)	1	44201904	44396837	194934	1	6487	uc001ckl.4	26966	ENSG00000126091	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
chr1	44399648	44401129	1482	*	PEAK_000000000750	3.9823	Promoter (<=1kb)	1	44401031	44402912	1882	1	9048	uc001cku.3	0	ENSG00000117407	ARTN	artemin
chr1	44412021	44412434	414	*	PEAK_000000009739	2.43489	Promoter (<=1kb)	1	44412478	44433694	21217	1	9670	uc001ckx.3	-44	ENSG00000117408	IPO13	importin 13
chr1	44471240	44471807	568	*	PEAK_000000007337	2.81771	Intron (uc009vxe.2/6536, intron 8 of 11)	1	44457172	44482228	25057	2	6536	uc009vxe.2	10421	ENSG00000196517	SLC6A9	solute carrier family 6 member 9
chr1	44513184	44513768	585	*	PEAK_000000009936	2.31601	Promoter (<=1kb)	1	44514030	44595868	81839	1	128209	uc009vxf.1	-262	ENSG00000171872	KLF17	Kruppel-like factor 17
chr1	44683131	44683871	741	*	PEAK_000000000307	4.36039	Exon (uc010okt.1/55929, exon 5 of 6)	1	44679125	44681197	2073	1	55929	uc010okq.1	4006	ENSG00000178028	DMAP1	DNA methyltransferase 1 associated protein 1
chr1	44843608	44844195	588	*	PEAK_000000004041	3.21047	Distal Intergenic	1	44686742	44820939	134198	2	79033	uc001clt.3	-22669	ENSG00000117419	ERI3	ERI1 exoribonuclease family member 3
chr1	44907346	44907745	400	*	PEAK_000000004160	3.1946	Intron (uc001clv.1/55182, intron 2 of 14)	1	44889496	45110466	220971	1	55182	uc010okx.1	17850	ENSG00000187147	RNF220	ring finger protein 220
chr1	45060581	45061147	567	*	PEAK_000000000868	3.93266	Intron (uc001clv.1/55182, intron 2 of 14)	1	45097704	45117395	19692	1	55182	uc010okz.2	-36557	ENSG00000187147	RNF220	ring finger protein 220
chr1	45118317	45118946	630	*	PEAK_000000006537	2.90422	Downstream (<1kb)	1	45119909	45125967	6059	2	79639	uc010ola.1	7021	ENSG00000126106	TMEM53	transmembrane protein 53
chr1	45180606	45181206	601	*	PEAK_000000009808	2.4041	Intron (uc001cmf.2/339541, intron 6 of 11)	1	45205490	45233438	27949	1	11004	uc001cmg.4	-24284	ENSG00000142945	KIF2C	kinesin family member 2C
chr1	45194767	45197418	2652	*	PEAK_000000001702	3.6385	Distal Intergenic	1	45205490	45233438	27949	1	11004	uc001cmg.4	-8072	ENSG00000142945	KIF2C	kinesin family member 2C
chr1	45251508	45252387	880	*	PEAK_000000001340	3.74263	Promoter (1-2kb)	1	45249257	45253426	4170	2	266675	uc001cmm.3	1039	ENSG00000142959	BEST4	bestrophin 4
chr1	45265304	45265870	567	*	PEAK_000000000853	3.93921	Promoter (<=1kb)	1	45266036	45271667	5632	1	1263	uc001cmn.3	-166	ENSG00000173846	PLK3	polo like kinase 3
chr1	45301262	45301993	732	*	PEAK_000000009731	2.43834	Intron (uc021omv.1/8643, intron 21 of 22)	1	45285516	45308616	23101	2	8643	uc021omv.1	6623	ENSG00000117425	PTCH2	patched 2
chr1	45479787	45480539	753	*	PEAK_000000009620	2.46997	Promoter (1-2kb)	1	45478481	45480508	2028	1	7389	uc010olj.1	1306	ENSG00000126088	UROD	uroporphyrinogen decarboxylase
chr1	45483177	45484724	1548	*	PEAK_000000006308	2.92951	3' UTR	1	45478481	45480508	2028	1	7389	uc010olj.1	4696	ENSG00000126088	UROD	uroporphyrinogen decarboxylase
chr1	45765874	45766466	593	*	PEAK_000000008875	2.62154	Distal Intergenic	1	45769582	45771291	1710	1	400752	uc010olk.2	-3116	ENSG00000281912	LINC01144	long intergenic non-protein coding RNA 1144
chr1	45769627	45770112	486	*	PEAK_000000003594	3.27224	Promoter (<=1kb)	1	45769582	45771291	1710	1	400752	uc010olk.2	45	ENSG00000281912	LINC01144	long intergenic non-protein coding RNA 1144
chr1	46035517	46036488	972	*	PEAK_000000001056	3.85312	Promoter (2-3kb)	1	46033221	46035723	2503	1	10327	uc001cof.4	2296	ENSG00000117448	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)
chr1	46502540	46503296	757	*	PEAK_000000006983	2.85575	Downstream (2-3kb)	1	46505812	46527810	21999	2	8503	uc010olv.2	24514	ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
chr1	46645177	46646451	1275	*	PEAK_000000006624	2.8956	5' UTR	1	46505812	46642160	136349	2	8503	uc010olw.2	-3017	ENSG00000117461	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
chr1	46688339	46689835	1497	*	PEAK_000000001776	3.61939	Promoter (2-3kb)	1	46654353	46685977	31625	2	55624	uc001cpf.3	-2362	ENSG00000085998	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)
chr1	46813628	46814198	571	*	PEAK_000000002407	3.47387	Intron (uc001cpr.2/387338, intron 3 of 5)	1	46807508	46830824	23317	1	387338	uc001cps.2	6120	ENSG00000117481	NSUN4	NOP2/Sun RNA methyltransferase family member 4
chr1	46907842	46908883	1042	*	PEAK_000000000155	4.64531	Exon (uc021ona.1/729041, exon 8 of 9)	1	46899499	46911374	11876	1	729041	uc021ona.1	8343	NA	FAAHP1	fatty acid amide hydrolase pseudogene 1
chr1	46911101	46913101	2001	*	PEAK_000000004235	3.18252	Exon (uc021ona.1/729041, exon 9 of 9)	1	46899499	46911374	11876	1	729041	uc021ona.1	11602	NA	FAAHP1	fatty acid amide hydrolase pseudogene 1
chr1	46942907	46943799	893	*	PEAK_000000001004	3.87223	Distal Intergenic	1	46972668	46979886	7219	1	127343	uc001cpw.3	-28869	ENSG00000197587	DMBX1	diencephalon/mesencephalon homeobox 1
chr1	46993762	46994671	910	*	PEAK_000000009543	2.4882	Distal Intergenic	1	47004368	47035927	31560	1	100507423	uc021onb.1	-9697	ENSG00000269956	MKNK1-AS1	MKNK1 antisense RNA 1
chr1	47190717	47191357	641	*	PEAK_000000009572	2.48407	Distal Intergenic	1	47124359	47184736	60378	2	9813	uc010omh.1	-5981	ENSG00000159658	EFCAB14	EF-hand calcium binding domain 14
chr1	47638349	47641657	3309	*	PEAK_000000001683	3.64387	Distal Intergenic	1	47644922	47646011	1090	1	100874253	uc031pmn.1	-3265	ENSG00000224805	LINC00853	long intergenic non-protein coding RNA 853
chr1	47644939	47645390	452	*	PEAK_000000006775	2.88061	Promoter (<=1kb)	1	47644922	47646011	1090	1	100874253	uc031pmn.1	17	ENSG00000224805	LINC00853	long intergenic non-protein coding RNA 853
chr1	47658307	47658937	631	*	PEAK_000000009689	2.45172	Promoter (2-3kb)	1	47649261	47655771	6511	2	10158	uc001cqw.3	-2536	ENSG00000162366	PDZK1IP1	PDZK1 interacting protein 1
chr1	47901848	47903917	2070	*	PEAK_000000004126	3.19969	Promoter (<=1kb)	1	47901689	47906363	4675	1	2306	uc001crm.3	159	ENSG00000186564	FOXD2	forkhead box D2
chr1	48176028	48176729	702	*	PEAK_000000004130	3.19959	Distal Intergenic	1	47901689	47906363	4675	1	2306	uc001crm.3	274339	ENSG00000186564	FOXD2	forkhead box D2
chr1	48191774	48192562	789	*	PEAK_000000007285	2.82507	Distal Intergenic	1	48226200	48462562	236363	2	388630	uc021ong.1	270000	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	48221188	48221672	485	*	PEAK_000000009806	2.40443	Distal Intergenic	1	48226200	48462562	236363	2	388630	uc021ong.1	240890	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	48463292	48463916	625	*	PEAK_000000003998	3.2173	Promoter (<=1kb)	1	48226200	48462562	236363	2	388630	uc021ong.1	-730	ENSG00000269113	TRABD2B	TraB domain containing 2B
chr1	48559170	48559872	703	*	PEAK_000000006326	2.92745	Distal Intergenic	1	48567387	48648100	80714	2	391037	uc010omr.1	88228	NA	SKINT1L	Skint1 like (pseudogene)
chr1	48574887	48575447	561	*	PEAK_000000005369	3.03856	Intron (uc010omr.1/391037, intron 1 of 9)	1	48567387	48648100	80714	2	391037	uc010omr.1	72653	NA	SKINT1L	Skint1 like (pseudogene)
chr1	48667892	48669162	1271	*	PEAK_000000009467	2.5071	Distal Intergenic	1	48688357	48703519	15163	1	200010	uc010oms.1	-19195	ENSG00000117834	SLC5A9	solute carrier family 5 member 9
chr1	48963701	48964589	889	*	PEAK_000000000393	4.26971	Distal Intergenic	1	48761044	48937876	176833	2	54558	uc001crr.2	-25825	ENSG00000132122	SPATA6	spermatogenesis associated 6
chr1	48996468	48996989	522	*	PEAK_000000001947	3.57785	Downstream (1-2kb)	1	48761044	48937876	176833	2	54558	uc001crr.2	-58592	ENSG00000132122	SPATA6	spermatogenesis associated 6
chr1	49143008	49143460	453	*	PEAK_000000008397	2.68658	Intron (uc001cru.2/84871, intron 8 of 13)	1	49193540	49242547	49008	2	79656	uc001crw.4	99087	ENSG00000162373	BEND5	BEN domain containing 5
chr1	49162476	49163472	997	*	PEAK_000000003625	3.26747	Intron (uc001cru.2/84871, intron 8 of 13)	1	49193540	49242547	49008	2	79656	uc001crw.4	79075	ENSG00000162373	BEND5	BEN domain containing 5
chr1	49822819	49824468	1650	*	PEAK_000000008485	2.67521	Intron (uc001cru.2/84871, intron 11 of 13)	1	49049542	49511472	461931	2	84871	uc001crv.1	-311347	ENSG00000186094	AGBL4	ATP/GTP binding protein-like 4
chr1	50798749	50800022	1274	*	PEAK_000000006261	2.93404	Distal Intergenic	1	50883223	50887304	4082	2	63950	uc010ona.2	87282	ENSG00000142700	DMRTA2	DMRT like family A2
chr1	50814310	50814834	525	*	PEAK_000000009858	2.37594	Distal Intergenic	1	50883223	50887304	4082	2	63950	uc010ona.2	72470	ENSG00000142700	DMRTA2	DMRT like family A2
chr1	51338898	51339550	653	*	PEAK_000000001300	3.75718	Intron (uc009vyw.1/11124, intron 15 of 15)	1	50906935	51425525	518591	2	11124	uc009vyw.1	85975	ENSG00000185104	FAF1	Fas associated factor 1
chr1	51654854	51655337	484	*	PEAK_000000007189	2.83419	Distal Intergenic	1	51701945	51739119	37175	1	26994	uc001csi.4	-46608	ENSG00000123091	RNF11	ring finger protein 11
chr1	51762190	51763018	829	*	PEAK_000000002854	3.39193	Promoter (<=1kb)	1	51752930	51763594	10665	2	22996	uc001csj.3	576	ENSG00000085831	TTC39A	tetratricopeptide repeat domain 39A
chr1	52234623	52235035	413	*	PEAK_000000003490	3.28806	Intron (uc001css.4/114883, intron 14 of 25)	1	52225296	52254891	29596	1	114883	uc001ctb.3	9327	ENSG00000117859	OSBPL9	oxysterol binding protein like 9
chr1	52467795	52468563	769	*	PEAK_000000008377	2.68943	Distal Intergenic	1	52373628	52456436	82809	2	5865	uc001cth.3	-11359	ENSG00000169213	RAB3B	RAB3B, member RAS oncogene family
chr1	53647594	53648211	618	*	PEAK_000000009454	2.5113	Distal Intergenic	1	53662101	53679869	17769	1	1376	uc001cvb.4	-13890	ENSG00000157184	CPT2	carnitine palmitoyltransferase 2
chr1	53743698	53744405	708	*	PEAK_000000002153	3.53069	Intron (uc001cvh.2/7804, intron 12 of 15)	1	53716362	53734270	17909	2	7804	uc001cvm.1	-9428	ENSG00000157193	LRP8	LDL receptor related protein 8
chr1	53858937	53859436	500	*	PEAK_000000001968	3.5713	Distal Intergenic	1	53904043	53905693	1651	2	163742	uc009vzj.3	46257	ENSG00000236253	SLC25A3P1	solute carrier family 25 member 3 pseudogene 1
chr1	53950934	53951437	504	*	PEAK_000000007865	2.75345	Distal Intergenic	1	53925072	53933158	8087	1	63948	uc001cvq.1	25862	ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1
chr1	54326238	54327033	796	*	PEAK_000000004663	3.1267	Intron (uc001cvu.3/54432, intron 2 of 10)	1	54231134	54304225	73092	2	55706	uc001cvs.3	-22013	ENSG00000058804	NDC1	NDC1 transmembrane nucleoporin
chr1	54587206	54587731	526	*	PEAK_000000008971	2.60641	Distal Intergenic	1	54604668	54618679	14012	2	200008	uc001cwv.2	30948	ENSG00000157211	CDCP2	CUB domain containing protein 2
chr1	54955101	54955649	549	*	PEAK_000000007949	2.74491	Distal Intergenic	1	55007930	55076005	68076	1	26027	uc001cxj.2	-52281	ENSG00000162390	ACOT11	acyl-CoA thioesterase 11
chr1	55275994	55277973	1980	*	PEAK_000000007989	2.74017	Exon (uc001cya.4/163747, exon 5 of 11)	1	55271736	55307937	36202	1	163747	uc001cya.4	4258	ENSG00000162398	LEXM	lymphocyte expansion molecule
chr1	55410437	55411098	662	*	PEAK_000000005575	3.01402	Distal Intergenic	1	55446465	55457966	11502	1	199964	uc001cyd.3	-35367	ENSG00000143001	TMEM61	transmembrane protein 61
chr1	55742971	55743717	747	*	PEAK_000000001195	3.79764	Distal Intergenic	1	55691314	55691396	83	1	100616272	uc021ony.1	51657	ENSG00000265822	MIR4422	microRNA 4422
chr1	57286496	57287291	796	*	PEAK_000000001112	3.82808	Promoter (1-2kb)	1	57184477	57285369	100893	2	199920	uc001cym.4	-1127	ENSG00000187889	C1orf168	chromosome 1 open reading frame 168
chr1	59012148	59012912	765	*	PEAK_000000000908	3.91778	Promoter (<=1kb)	1	58946391	59012446	66056	2	115209	uc001cyy.3	0	ENSG00000162600	OMA1	OMA1 zinc metallopeptidase
chr1	59234917	59235406	490	*	PEAK_000000007808	2.75982	Distal Intergenic	1	59246463	59249785	3323	2	3725	uc001cze.3	14379	ENSG00000177606	JUN	jun proto-oncogene
chr1	60413038	60413450	413	*	PEAK_000000007437	2.80668	Distal Intergenic	1	60358980	60392423	33444	2	1573	uc001czq.3	-20615	ENSG00000134716	CYP2J2	cytochrome P450 family 2 subfamily J member 2
chr1	60436820	60437425	606	*	PEAK_000000004728	3.11816	Distal Intergenic	1	60454824	60474495	19672	2	127795	uc001czr.1	37070	ENSG00000162598	C1orf87	chromosome 1 open reading frame 87
chr1	61508553	61508980	428	*	PEAK_000000002480	3.45634	Distal Intergenic	1	61542946	61928460	385515	1	4774	uc001czy.3	-33966	ENSG00000162599	NFIA	nuclear factor I/A
chr1	62535881	62536794	914	*	PEAK_000000004836	3.10398	Intron (uc009waf.1/10207, intron 31 of 35)	1	62439040	62580582	141543	1	10207	uc010oou.1	96841	ENSG00000132849	PATJ	PATJ, crumbs cell polarity complex component
chr1	63377639	63378038	400	*	PEAK_000000006720	2.88586	Distal Intergenic	1	63249777	63330941	81165	1	84938	uc001dat.3	127862	ENSG00000125703	ATG4C	autophagy related 4C cysteine peptidase
chr1	63793351	63793919	569	*	PEAK_000000008738	2.63989	Distal Intergenic	1	63788730	63790797	2068	1	27022	uc001dax.2	4621	ENSG00000187140	FOXD3	forkhead box D3
chr1	64080811	64081831	1021	*	PEAK_000000005157	3.06476	Intron (uc001dbh.3/5236, intron 1 of 10)	1	64088887	64125916	37030	1	5236	uc010ooz.2	-7056	ENSG00000079739	PGM1	phosphoglucomutase 1
chr1	64602479	64603159	681	*	PEAK_000000004998	3.08391	Exon (uc001dbi.4/4919, exon 5 of 7)	1	64669490	64710027	40538	1	148581	uc001dbn.1	-66331	ENSG00000177414	UBE2U	ubiquitin conjugating enzyme E2U (putative)
chr1	65141359	65142004	646	*	PEAK_000000009282	2.551	Exon (uc001dbo.1/57685, exon 21 of 27)	1	65130349	65158741	28393	1	57685	uc010opa.1	11010	ENSG00000158966	CACHD1	cache domain containing 1
chr1	66708116	66708674	559	*	PEAK_000000002418	3.47106	Intron (uc001dcn.3/5142, intron 3 of 16)	1	66797793	66840262	42470	1	5142	uc001dcq.3	-89119	ENSG00000184588	PDE4B	phosphodiesterase 4B
chr1	66911759	66912367	609	*	PEAK_000000004824	3.10594	Distal Intergenic	1	66999825	67210768	210944	1	84251	uc001dcr.3	-87458	ENSG00000118473	SGIP1	SH3-domain GRB2-like (endophilin) interacting protein 1
chr1	67191469	67192088	620	*	PEAK_000000006195	2.94195	Intron (uc001dcr.3/84251, intron 19 of 24)	1	67218140	67244730	26591	1	200132	uc001dcv.3	-26052	ENSG00000152760	TCTEX1D1	Tctex1 domain containing 1
chr1	67461764	67462535	772	*	PEAK_000000003807	3.24122	Downstream (2-3kb)	1	67473197	67518730	45534	2	23169	uc010oph.2	56195	ENSG00000116704	SLC35D1	solute carrier family 35 member D1
chr1	67966165	67966866	702	*	PEAK_000000004504	3.14499	Distal Intergenic	1	67873493	67896123	22631	2	26135	uc001ddv.3	-70042	ENSG00000142864	SERBP1	SERPINE1 mRNA binding protein 1
chr1	68001038	68001598	561	*	PEAK_000000007710	2.77118	Distal Intergenic	1	67873493	67896123	22631	2	26135	uc001ddv.3	-104915	ENSG00000142864	SERBP1	SERPINE1 mRNA binding protein 1
chr1	68319267	68319736	470	*	PEAK_000000006299	2.93042	Intron (uc001deb.2/100289178, intron 1 of 9)	1	68167149	68299155	132007	2	55970	uc001dea.2	-20112	ENSG00000172380	GNG12	G protein subunit gamma 12
chr1	68808298	68808798	501	*	PEAK_000000007656	2.77836	Distal Intergenic	1	68894507	68915642	21136	2	6121	uc001dei.1	106844	ENSG00000116745	RPE65	retinal pigment epithelium-specific protein 65kDa
chr1	71150890	71151499	610	*	PEAK_000000001225	3.78479	Distal Intergenic	1	70876901	70897918	21018	1	1491	uc009wbl.2	273989	ENSG00000116761	CTH	cystathionine gamma-lyase
chr1	75199019	75199659	641	*	PEAK_000000007614	2.78459	Promoter (<=1kb)	1	75171172	75199092	27921	2	1429	uc001dgj.3	0	ENSG00000116791	CRYZ	crystallin zeta
chr1	75698936	75699439	504	*	PEAK_000000002618	3.43441	Intron (uc001dgr.2/204962, intron 12 of 25)	1	75600567	75627218	26652	1	431707	uc001dgq.3	98369	ENSG00000162624	LHX8	LIM homeobox 8
chr1	76456871	76457513	643	*	PEAK_000000005675	3.00042	Distal Intergenic	1	76384558	76398116	13559	2	127247	uc001dhe.2	-58755	ENSG00000154007	ASB17	ankyrin repeat and SOCS box containing 17
chr1	76619585	76620592	1008	*	PEAK_000000001305	3.75685	Intron (uc001dhg.4/256435, intron 1 of 3)	1	76540389	77042892	502504	1	256435	uc001dhg.4	79196	ENSG00000184005	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
chr1	76796702	76797242	541	*	PEAK_000000001826	3.60791	Intron (uc001dhg.4/256435, intron 2 of 3)	1	76540389	77042892	502504	1	256435	uc001dhg.4	256313	ENSG00000184005	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
chr1	77999252	78000974	1723	*	PEAK_000000005509	3.02061	Intron (uc001dhn.3/26289, intron 12 of 13)	1	78030190	78099090	68901	2	26009	uc001dhp.3	98116	ENSG00000036549	ZZZ3	zinc finger ZZ-type containing 3
